species,locality,stateProvince,decimalLatitude,decimalLongitude,eventDate,day,month,year
Momotus lessonii,Zona Arqueológica Muyil (Chunyaxché),Quintana Roo,20.078562,-87.6111,16/05/2021 00:00,16,5,2021
Momotus lessonii,Ignacio zaragoza,Quintana Roo,20.879131,-87.52435,25/04/2021 00:00,25,4,2021
Momotus mexicanus,Dany's House,Morelos,18.869516,-99.20218,16/05/2021 00:00,16,5,2021
Momotus mexicanus,Playa Yelapa,Jalisco,20.489738,-105.443344,19/04/2021 00:00,19,4,2021
Momotus lessonii,Sendero El Pirú,Chiapas,16.100473,-90.83561,17/03/2021 00:00,17,3,2021
Momotus lessonii,Jardín Botánico Regional Roger Orellana,Yucatán,21.029064,-89.639114,29/01/2021 00:00,29,1,2021
Momotus mexicanus,Camino a Mirador Manos Que Imploran,Chiapas,16.91808,-93.11434,25/04/2021 00:00,25,4,2021
Momotus lessonii,"Carretera Emiliano Zapata-Monte Líbano, Ocosingo MX-CHIS 17.02489, -91.59060",Chiapas,17.024887,-91.5906,04/05/2021 00:00,4,5,2021
Momotus mexicanus,"Unnamed Road, Morelos, MX (18.707, -99.246)",Morelos,18.706581,-99.24646,01/06/2021 00:00,1,6,2021
Momotus lessonii,Reserva de la Biosfera Los Tuxtlas--Carretera San Andrés Tuxtla-Ruiz Cortines,Veracruz,18.522833,-95.14685,29/04/2021 00:00,29,4,2021
Momotus mexicanus,Dany's House,Morelos,18.869516,-99.20218,05/06/2021 00:00,5,6,2021
Momotus mexicanus,Río Espíritu Santo--Santo Domingo Ingenio,Oaxaca,16.590261,-94.775505,02/06/2021 00:00,2,6,2021
Momotus mexicanus,"85774, Alamos MX-SON 27.06080, -108.74200",Sonora,27.060799,-108.742,20/05/2021 00:00,20,5,2021
Momotus coeruliceps,Pastizales de Santiago,Nuevo León,25.431667,-100.17061,24/03/2021 00:00,24,3,2021
Momotus lessonii,Area de Protección de Flora y Fauna Nahá,Chiapas,16.97486,-91.58876,29/04/2021 00:00,29,4,2021
Momotus mexicanus,Reserva Ecológica Sierra de San Juan--Camino a La Noria,Nayarit,21.503727,-104.975044,29/05/2021 00:00,29,5,2021
Momotus coeruliceps,Reserva de la Biosfera El Cielo — Gómez Farias-Azteca road,Tamaulipas,23.071451,-99.16402,29/05/2021 00:00,29,5,2021
Momotus coeruliceps,Reserva de la Biosfera El Cielo--Centro Interpretativo Ecologico,Tamaulipas,23.066444,-99.16881,30/05/2021 00:00,30,5,2021
Momotus lessonii,Cenote Azul Miguel Colorado,Campeche,18.812733,-90.645744,04/06/2021 00:00,4,6,2021
Momotus lessonii,Tzucmuc Pueblo.,Yucatán,20.59115,-88.45639,08/01/2021 00:00,8,1,2021
Momotus mexicanus,Copala (town),Sinaloa,23.396843,-105.93507,08/05/2021 00:00,8,5,2021
Momotus mexicanus,"Salón de fiestas ""Agaves""",Guerrero,18.51557,-99.60139,13/06/2021 00:00,13,6,2021
Momotus mexicanus,Dany's House,Morelos,18.869516,-99.20218,02/05/2021 00:00,2,5,2021
Momotus mexicanus,Río Espíritu Santo--Santo Domingo Ingenio,Oaxaca,16.590261,-94.775505,28/04/2021 00:00,28,4,2021
Momotus mexicanus,"LB México, Autlán de Navarro, Jalisco, MX (19.776, -104.379)",Jalisco,19.775723,-104.37858,03/01/2021 00:00,3,1,2021
Momotus mexicanus,"Carretera Federal 196, Molino, Guerrero, MX (17.265, -100.295)",Guerrero,17.265316,-100.29464,21/04/2021 00:00,21,4,2021
Momotus mexicanus,"Unnamed Road, Sinaloa, MX (24.926, -107.39)",Sinaloa,24.92582,-107.390236,07/05/2021 00:00,7,5,2021
Momotus mexicanus,Rancho El Santuario,Jalisco,20.43308,-105.310196,30/05/2021 00:00,30,5,2021
Momotus mexicanus,Río Espíritu Santo--Santo Domingo Ingenio,Oaxaca,16.590261,-94.775505,10/05/2021 00:00,10,5,2021
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,10/02/2021 00:00,10,2,2021
Momotus mexicanus,"Parque Nacional Cañón del Sumidero, Tuxtla Gutiérrez MX-CHIS 16.79309, -93.07799",Chiapas,16.79309,-93.077995,19/03/2021 00:00,19,3,2021
Momotus mexicanus,Volcán de Tequila,Jalisco,20.79368,-103.84642,25/04/2021 00:00,25,4,2021
Momotus mexicanus,Playa Yelapa,Jalisco,20.489738,-105.443344,01/01/2021 00:00,1,1,2021
Momotus lessonii,"Carretera Emiliano Zapata-Monte Líbano, Naha MX-CHIS 16.97980, -91.58393",Chiapas,16.979801,-91.58393,17/05/2021 00:00,17,5,2021
Momotus mexicanus,Arroyo Los Izotes (acceso restringido),Nayarit,20.907583,-105.39715,13/05/2021 00:00,13,5,2021
Momotus lessonii,"Espita, Yucatán",Yucatán,21.008982,-88.30844,19/02/2021 00:00,19,2,2021
Momotus lessonii,Centro de actividades ecoturísticas Selvaje,Chiapas,16.099913,-90.837585,18/03/2021 00:00,18,3,2021
Momotus mexicanus,Río Espíritu Santo--Santo Domingo Ingenio,Oaxaca,16.590261,-94.775505,26/04/2021 00:00,26,4,2021
Momotus lessonii,Reserva de la Biosfera Los Tuxtlas--Reserva Ecológica Nanciyaga,Veracruz,18.44825,-95.0671,10/01/2021 00:00,10,1,2021
Momotus lessonii,"Tekik de Regil, Camino al cenote",Yucatán,20.81217,-89.56092,29/05/2021 00:00,29,5,2021
Momotus lessonii,El Sendero,Quintana Roo,18.539291,-88.32539,12/05/2021 00:00,12,5,2021
Momotus mexicanus,"El Eden, Mismaloya",Jalisco,20.522211,-105.26059,24/04/2021 00:00,24,4,2021
Momotus lessonii,"29939, Ocosingo MX-CHIS 16.88045, -91.84969",Chiapas,16.880453,-91.84969,19/04/2021 00:00,19,4,2021
Momotus mexicanus,"Oaxaca, MX (16.663, -96.119)",Oaxaca,16.662968,-96.11918,28/04/2021 00:00,28,4,2021
Momotus mexicanus,Area de Conservacion de Biodiversidad Natikari,Nayarit,20.860477,-105.42722,20/04/2021 00:00,20,4,2021
Momotus lessonii,Ignacio zaragoza,Quintana Roo,20.879131,-87.52435,25/04/2021 00:00,25,4,2021
Momotus mexicanus,"Calle Galeana, San Sebastián del Oeste MX-JAL 20.75914, -104.84573",Jalisco,20.759142,-104.84573,31/01/2021 00:00,31,1,2021
Momotus mexicanus,Río Espíritu Santo--Santo Domingo Ingenio,Oaxaca,16.590261,-94.775505,17/04/2021 00:00,17,4,2021
Momotus lessonii,SM-4R,Yucatán,20.743418,-88.237274,13/05/2021 00:00,13,5,2021
Momotus mexicanus,Bosque los Colomos,Jalisco,20.709274,-103.39626,06/03/2021 00:00,6,3,2021
Momotus mexicanus,"Calle Lázaro Cárdenas, Tlapa de Comonfort MX-GRO (17.5404,-98.5664)",Guerrero,17.54035,-98.56636,29/05/2021 00:00,29,5,2021
Momotus mexicanus,Río Espíritu Santo--Santo Domingo Ingenio,Oaxaca,16.590261,-94.775505,10/05/2021 00:00,10,5,2021
Momotus lessonii,Lacanjá Chansayab (pueblo),Chiapas,16.762358,-91.12902,09/06/2021 00:00,9,6,2021
Momotus mexicanus,"Real del Mar.   Paseo Piedra Blanca, Bahía de Banderas MX-NAY (20.7410,-105.3897)",Nayarit,20.741037,-105.38974,20/03/2021 00:00,20,3,2021
Momotus mexicanus,"52416, Tenancingo MX-Edomex 19.00461, -99.57870",México,19.004606,-99.578705,07/04/2021 00:00,7,4,2021
Momotus mexicanus,PN Barranca de Oblatos-Huentitán--Capilla de La Barranca de Huentitán,Jalisco,20.725952,-103.29095,22/05/2021 00:00,22,5,2021
Momotus mexicanus,"2479 Boulevard Francisco Medina Ascencio, Puerto Vallarta, Jalisco, MX (20.646, -105.238)",Jalisco,20.646114,-105.23753,17/04/2021 00:00,17,4,2021
Momotus mexicanus,Playa Yelapa,Jalisco,20.489738,-105.443344,27/04/2021 00:00,27,4,2021
Momotus lessonii,Río el Salado,Veracruz,19.032583,-95.98493,11/05/2021 00:00,11,5,2021
Momotus mexicanus,Río Espíritu Santo--Santo Domingo Ingenio,Oaxaca,16.590261,-94.775505,06/04/2021 00:00,6,4,2021
Momotus lessonii,"Unnamed Road, Veracruz, MX (19.044, -95.986)",Veracruz,19.04431,-95.986496,11/05/2021 00:00,11,5,2021
Momotus mexicanus,Playa grande,Jalisco,20.646019,-105.18584,03/05/2021 00:00,3,5,2021
Momotus lessonii,Ejido de Justicia Social,Yucatán,19.911772,-88.83857,14/05/2021 00:00,14,5,2021
Momotus mexicanus,Ruta de campos y lagunas Matanchen,Nayarit,21.513226,-105.20302,17/02/2021 00:00,17,2,2021
Momotus lessonii,"Reserva Toh - Plantación de madera dura (incluye vía de acceso al poniente), Se requiere permiso",Quintana Roo,20.866385,-87.0871,07/04/2021 00:00,7,4,2021
Momotus lessonii,Reserva de la Biosfera Los Tuxtlas--Reserva Ecológica Nanciyaga,Veracruz,18.44825,-95.0671,04/05/2021 00:00,4,5,2021
Momotus lessonii,Tizimin (pueblo),Yucatán,21.141829,-88.151726,23/05/2021 00:00,23,5,2021
Momotus mexicanus,Camino Real--La Bajada a Jalcocotán,Nayarit,21.507978,-105.145836,07/05/2021 00:00,7,5,2021
Momotus lessonii,PN Lagunas de Montebello,Chiapas,16.106237,-91.707436,25/04/2021 00:00,25,4,2021
Momotus mexicanus,Parque Ecológico La Campana,Colima,19.270735,-103.72472,11/05/2021 00:00,11,5,2021
Momotus lessonii,Monumento Natural Yaxchilán,Chiapas,16.8802,-90.97306,08/05/2021 00:00,8,5,2021
Momotus mexicanus,Reserva de la Biosfera La Sepultura--Carretera Libre a Arriaga,Chiapas,16.336449,-93.87663,21/03/2021 00:00,21,3,2021
Momotus lessonii,"Reserva Toh - Plantación de madera dura (incluye vía de acceso al poniente), Se requiere permiso",Quintana Roo,20.866385,-87.0871,08/04/2021 00:00,8,4,2021
Momotus mexicanus,Pazo Burro,Chiapas,16.825842,-93.27023,03/04/2021 00:00,3,4,2021
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,27/01/2021 00:00,27,1,2021
Momotus mexicanus,Playa Yelapa,Jalisco,20.489738,-105.443344,13/04/2021 00:00,13,4,2021
Momotus lessonii,Tzucmuc Pueblo.,Yucatán,20.59115,-88.45639,12/01/2021 00:00,12,1,2021
Momotus coeruliceps,Parque Ecológico Los Troncones,Tamaulipas,23.777912,-99.2065,09/05/2021 00:00,9,5,2021
Momotus lessonii,Komchen de Los Pajaros,Yucatán,21.214981,-89.33627,21/03/2021 00:00,21,3,2021
Momotus lessonii,Sendero Xocén-Valladolid,Yucatán,20.603905,-88.15942,24/04/2021 00:00,24,4,2021
Momotus lessonii,Reserva de la Biosfera El Triunfo--Jaltenango a Finca Prusia,Chiapas,15.797092,-92.803085,05/03/2021 00:00,5,3,2021
Momotus lessonii,"Camino al Porvenir, Oaxaca, MX (16.745, -95.457)",Oaxaca,16.745476,-95.45722,22/01/2021 00:00,22,1,2021
Momotus mexicanus,Ventanilla (pueblo),Oaxaca,15.671259,-96.572914,08/05/2021 00:00,8,5,2021
Momotus lessonii,Centro de Información Turística de Celestún,Yucatán,20.857384,-90.38369,15/04/2021 00:00,15,4,2021
Momotus mexicanus,Rio Los Perros--El Espinal,Oaxaca,16.484444,-95.047035,07/03/2021 00:00,7,3,2021
Momotus mexicanus,Ventanilla (pueblo),Oaxaca,15.671259,-96.572914,11/01/2021 00:00,11,1,2021
Momotus lessonii,Reserva Natural Xocotitla,Veracruz,19.176048,-96.54095,20/05/2021 00:00,20,5,2021
Momotus coeruliceps,"Progreso, Atz. Verecruz",Veracruz,19.878393,-97.12955,04/04/2021 00:00,4,4,2021
Momotus mexicanus,"Huautla, Morelos",Morelos,18.442142,-98.99322,02/05/2021 00:00,2,5,2021
Momotus lessonii,"Kin-Ha Road, Quintana Roo, MX (20.871, -87.087)",Quintana Roo,20.870804,-87.08735,16/04/2021 00:00,16,4,2021
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,27/03/2021 00:00,27,3,2021
Momotus mexicanus,Acantilados,Oaxaca,15.660248,-96.50628,21/05/2021 00:00,21,5,2021
Momotus lessonii,"Quintana Roo Puerto Morelos - Leona Vicario, Quintana Roo, MX (20.856, -86.982)",Quintana Roo,20.855764,-86.98231,01/05/2021 00:00,1,5,2021
Momotus mexicanus,Parques Joyyo Mayu y Caña Hueca,Chiapas,16.760263,-93.143654,21/03/2021 00:00,21,3,2021
Momotus lessonii,"Reserva de la Biosfera Ría Celestún, Celestún MX-YUC 20.85961, -90.39374",Yucatán,20.859608,-90.39374,14/04/2021 00:00,14,4,2021
Momotus lessonii,Zona Arqueológica Muyil (Chunyaxché),Quintana Roo,20.078562,-87.6111,15/01/2021 00:00,15,1,2021
Momotus lessonii,Reserva Natural Amazili,Yucatán,20.590605,-88.447525,03/05/2021 00:00,3,5,2021
Momotus lessonii,Centro Recreativo El Corazón de Metlac,Veracruz,18.904434,-97.01205,04/04/2021 00:00,4,4,2021
Momotus mexicanus,Zoológico Miguel Alvarez del Toro,Chiapas,16.724445,-93.09778,15/04/2021 00:00,15,4,2021
Momotus lessonii,Chunyaxché (Pueblo),Quintana Roo,20.0774,-87.6147,08/05/2021 00:00,8,5,2021
Momotus lessonii,"Reserva Toh - Plantación de madera dura (incluye vía de acceso al poniente), Se requiere permiso",Quintana Roo,20.866385,-87.0871,08/04/2021 00:00,8,4,2021
Momotus mexicanus,Playa Yelapa,Jalisco,20.489738,-105.443344,04/04/2021 00:00,4,4,2021
Momotus mexicanus,FEPO search 7May2021 evening,Jalisco,19.773926,-104.381744,10/05/2021 00:00,10,5,2021
Momotus lessonii,"Yucatán, MX (20.581, -88.743)",Yucatán,20.581131,-88.74301,02/05/2021 00:00,2,5,2021
Momotus mexicanus,"1139 Felipe Angeles, Puerto Vallarta, Jalisco, MX (20.581, -105.205)",Jalisco,20.5808,-105.20474,13/03/2021 00:00,13,3,2021
Momotus coeruliceps,"9 Antonio M Quirasco, Coatepec, Veracruz, MX (19.504, -96.942)",Veracruz,19.504173,-96.94223,19/04/2021 00:00,19,4,2021
Momotus mexicanus,"846 Mártires de Chicago, Oaxaca, MX (16.577, -94.775)",Oaxaca,16.576519,-94.77525,02/05/2021 00:00,2,5,2021
Momotus lessonii,Central Vallarta (pueblo),Quintana Roo,20.863083,-87.04727,06/03/2021 00:00,6,3,2021
Momotus lessonii,"Flores Magón, MX (18.822, -89.164)",Campeche,18.821655,-89.16429,22/04/2021 00:00,22,4,2021
Momotus coeruliceps,Parque Ecológico El Haya,Veracruz,19.520159,-96.9438,08/05/2021 00:00,8,5,2021
Momotus mexicanus,Arroyo del Indio-Ejido,Nayarit,20.784874,-105.32952,29/03/2021 00:00,29,3,2021
Momotus mexicanus,Ruta de campos y lagunas Matanchen,Nayarit,21.513226,-105.20302,04/01/2021 00:00,4,1,2021
Momotus lessonii,Sendero Xocén-Valladolid,Yucatán,20.603905,-88.15942,20/01/2021 00:00,20,1,2021
Momotus mexicanus,Yecapixtla,Morelos,18.872892,-98.85204,28/04/2021 00:00,28,4,2021
Momotus lessonii,Punto 5 a Maravillas,Chiapas,16.838514,-93.28519,08/05/2021 00:00,8,5,2021
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,07/02/2021 00:00,7,2,2021
Momotus mexicanus,Mirador del Aguila (pueblo),Nayarit,21.6422,-104.97387,30/04/2021 00:00,30,4,2021
Momotus lessonii,Centro de Información Turística de Celestún,Yucatán,20.857384,-90.38369,05/05/2021 00:00,5,5,2021
Momotus mexicanus,Area de Conservacion de Biodiversidad Natikari,Nayarit,20.860477,-105.42722,05/01/2021 00:00,5,1,2021
Momotus lessonii,Reserva de la Biosfera Calakmul--Zona Arqueológica de Calakmul,Campeche,18.113344,-89.80331,29/02/2020 00:00,29,2,2020
Momotus lessonii,El Sendero,Quintana Roo,18.539291,-88.32539,08/05/2021 00:00,8,5,2021
Momotus lessonii,Zona Sujeta a Conservación Ecológica Tzama Cun Pümy (Ejido Tapalapa),Chiapas,17.189585,-93.11961,15/03/2021 00:00,15,3,2021
Momotus lessonii,Monumentos Naturales Yaxchilán--Zona Arqueológica Yaxchilán,Chiapas,16.899681,-90.967094,21/01/2021 00:00,21,1,2021
Momotus mexicanus,"Unnamed Road, Oaxaca, MX (16.576, -94.871)",Oaxaca,16.57594,-94.870834,28/04/2021 00:00,28,4,2021
Momotus mexicanus,Parque Mirador,Jalisco,20.73991,-103.310005,13/04/2021 00:00,13,4,2021
Momotus lessonii,APFF CHAN-KIN -- Rio Usumacinta,Chiapas,16.65828,-90.67529,17/04/2021 00:00,17,4,2021
Momotus mexicanus,"63734, Bahía de Banderas MX-NAY 20.74697, -105.38797",Nayarit,20.746975,-105.38796,02/05/2021 00:00,2,5,2021
Momotus mexicanus,"63734, Bahía de Banderas MX-NAY 20.74697, -105.38797",Nayarit,20.746975,-105.38796,02/05/2021 00:00,2,5,2021
Momotus mexicanus,"Carretera Tapanatepec - Talismán, Tonalá MX-CHIS 16.13860, -93.80336",Chiapas,16.138596,-93.80336,20/03/2021 00:00,20,3,2021
Momotus coeruliceps,Cascada de Texolo,Veracruz,19.401855,-96.9937,29/03/2021 00:00,29,3,2021
Momotus coeruliceps,Parque Ecológico Cerro de Macuiltépetl,Veracruz,19.54768,-96.920135,29/04/2021 00:00,29,4,2021
Momotus mexicanus,Parque Mirador,Jalisco,20.73991,-103.310005,09/03/2021 00:00,9,3,2021
Momotus lessonii,Lacanjá Chansayab--Sendero Ya Toch Kusam,Chiapas,16.757639,-91.12784,17/03/2021 00:00,17,3,2021
Momotus lessonii,Reserva de la Biosfera Los Tuxtlas--Carretera San Andrés Tuxtla-Ruiz Cortines,Veracruz,18.522833,-95.14685,30/04/2021 00:00,30,4,2021
Momotus lessonii,Zona Arqueológica Muyil (Chunyaxché),Quintana Roo,20.078562,-87.6111,03/02/2021 00:00,3,2,2021
Momotus mexicanus,"62528, Tepoztlán MX-MOR 18.97225, -99.03485",Morelos,18.972244,-99.03484,16/05/2021 00:00,16,5,2021
Momotus lessonii,"Unnamed Road, Yucatán, MX (20.844, -89.597)",Yucatán,20.843817,-89.59739,07/05/2021 00:00,7,5,2021
Momotus mexicanus,Tecuitata (pueblo),Nayarit,21.451454,-105.145676,01/05/2021 00:00,1,5,2021
Momotus mexicanus,"80384, Culiacán MX-SIN (24.8560,-107.2198)",Sinaloa,24.856041,-107.2198,28/02/2021 00:00,28,2,2021
Momotus lessonii,Reserva de la Biosfera Los Tuxtlas--Carretera San Andrés Tuxtla-Ruiz Cortines,Veracruz,18.522833,-95.14685,29/04/2021 00:00,29,4,2021
Momotus mexicanus,Tropical Forest,Jalisco,20.771523,-105.14851,16/04/2021 00:00,16,4,2021
Momotus lessonii,Reserva Ecológica Cuxtal,Yucatán,20.789017,-89.59065,02/05/2021 00:00,2,5,2021
Momotus lessonii,Parque del Río San Antonio,Veracruz,18.90052,-96.943016,18/05/2021 00:00,18,5,2021
Momotus lessonii,Callejón del Zapote,Veracruz,19.013376,-95.98879,11/03/2021 00:00,11,3,2021
Momotus lessonii,V-P01,Yucatán,20.660572,-88.268906,09/02/2021 00:00,9,2,2021
Momotus mexicanus,"52416, Tenancingo MX-Edomex 19.00461, -99.57870",México,19.004606,-99.578705,07/04/2021 00:00,7,4,2021
Momotus lessonii,Camino a La Aguada,Veracruz,19.042051,-96.03144,08/05/2021 00:00,8,5,2021
Momotus lessonii,Parque Arqueo-ecológico del Poniente,Yucatán,20.97815,-89.668755,10/02/2021 00:00,10,2,2021
Momotus mexicanus,Chapala Hacienda,Jalisco,20.323355,-103.1908,05/05/2021 00:00,5,5,2021
Momotus mexicanus,Estanque de Aguas Residuales de San Blas,Nayarit,21.532467,-105.27166,17/02/2021 00:00,17,2,2021
Momotus lessonii,Chunyaxché (Pueblo),Quintana Roo,20.0774,-87.6147,18/02/2021 00:00,18,2,2021
Momotus lessonii,Area de Protección de Flora y Fauna Nahá,Chiapas,16.97486,-91.58876,30/04/2021 00:00,30,4,2021
Momotus coeruliceps,"Veracruz, MX (19.935, -96.959)",Veracruz,19.935116,-96.95871,29/04/2021 00:00,29,4,2021
Momotus mexicanus,Puerto Arista--Interior y Lagunas (área general),Chiapas,15.954562,-93.80093,20/03/2021 00:00,20,3,2021
Momotus mexicanus,Playa Yelapa,Jalisco,20.489738,-105.443344,17/04/2021 00:00,17,4,2021
Momotus mexicanus,Parque Ecológico La Campana,Colima,19.270735,-103.72472,20/02/2021 00:00,20,2,2021
Momotus lessonii,"5 San Cristóbal de las Cases - Ocosingo, Ocosingo, Chiapas, MX (16.869, -92.104)",Chiapas,16.868921,-92.10373,21/03/2021 00:00,21,3,2021
Momotus coeruliceps,"Playa Muñecos, Veracruz.",Veracruz,19.745102,-96.40846,28/02/2021 00:00,28,2,2021
Momotus mexicanus,"la presita, La Huacana, Michoacán, MX (18.966, -101.786)",Michoacán,18.966145,-101.78587,15/01/2021 00:00,15,1,2021
Momotus lessonii,Presa de Tuxpango,Veracruz,18.846027,-97.040596,04/04/2021 00:00,4,4,2021
Momotus coeruliceps,Parque Ecológico Cerro de Macuiltépetl,Veracruz,19.54768,-96.920135,08/05/2021 00:00,8,5,2021
Momotus mexicanus,Isla del Rey,Nayarit,21.534729,-105.29244,25/03/2021 00:00,25,3,2021
Momotus lessonii,"Avenida Aquiles Serdán, Sitalá MX-CHIS 17.02447, -92.30814",Chiapas,17.024467,-92.308136,18/04/2021 00:00,18,4,2021
Momotus mexicanus,"44340, Guadalajara MX-JAL 20.68619, -103.32939",Jalisco,20.68619,-103.32939,26/04/2021 00:00,26,4,2021
Momotus mexicanus,El Jorullo--Paso Ancho,Jalisco,20.578657,-105.196846,31/01/2021 00:00,31,1,2021
Momotus lessonii,Reserva de la Biosfera Calakmul--Zona Arqueológica de Calakmul,Campeche,18.113344,-89.80331,29/02/2020 00:00,29,2,2020
Momotus coeruliceps,Camp Tlapacoyan,Veracruz,19.992395,-97.15863,24/04/2021 00:00,24,4,2021
Momotus mexicanus,"Santiago Tetepec, Oaxaca, MX (16.319, -97.75)",Oaxaca,16.318684,-97.750374,26/04/2021 00:00,26,4,2021
Momotus coeruliceps,"120 Carretera Coatepec - Las Trancas, Veracruz, MX (19.446, -96.931)",Veracruz,19.445702,-96.93063,24/04/2021 00:00,24,4,2021
Momotus mexicanus,Acatitan (pueblo),Sinaloa,24.088837,-106.6489,08/05/2021 00:00,8,5,2021
Momotus mexicanus,Sendero Cihualt-Papalotl,Morelos,18.970469,-99.03451,23/04/2021 00:00,23,4,2021
Momotus lessonii,Camino a Ejido Armando Zebadua,Chiapas,16.929926,-93.472,04/03/2021 00:00,4,3,2021
Momotus coeruliceps,Parque Ecológico El Haya,Veracruz,19.520159,-96.9438,26/04/2021 00:00,26,4,2021
Momotus mexicanus,Reserva Ecológica UAS El Mineral de Nuestra Señora de La Candelaria,Sinaloa,24.403305,-106.61083,28/02/2021 00:00,28,2,2021
Momotus lessonii,camino al río Toribio,Veracruz,18.906652,-96.97301,06/04/2021 00:00,6,4,2021
Momotus lessonii,Centro de Información Turística de Celestún,Yucatán,20.857384,-90.38369,02/04/2021 00:00,2,4,2021
Momotus lessonii,Reserva de la Biosfera Calakmul--Zona Arqueológica de Calakmul,Campeche,18.113344,-89.80331,29/02/2020 00:00,29,2,2020
Momotus mexicanus,Playa Yelapa,Jalisco,20.489738,-105.443344,28/01/2021 00:00,28,1,2021
Momotus lessonii,Cenote Kikil,Yucatán,21.191494,-88.17266,10/05/2021 00:00,10,5,2021
Momotus mexicanus,Ojo de Agua Tolistoque,Oaxaca,16.586164,-94.87366,08/05/2021 00:00,8,5,2021
Momotus mexicanus,"El Eden, Mismaloya",Jalisco,20.522211,-105.26059,01/05/2021 00:00,1,5,2021
Momotus lessonii,Parque Hundido del Poniente,Yucatán,20.976522,-89.65792,26/04/2021 00:00,26,4,2021
Momotus coeruliceps,Parque Ecológico Cerro de Macuiltépetl,Veracruz,19.54768,-96.920135,13/03/2021 00:00,13,3,2021
Momotus mexicanus,Cascadas de Vado Hondo,Sinaloa,24.412043,-106.768005,04/05/2021 00:00,4,5,2021
Momotus mexicanus,PN Huatulco,Oaxaca,15.738331,-96.1932,10/02/2021 00:00,10,2,2021
Momotus lessonii,Area de Protección de Flora y Fauna Nahá,Chiapas,16.97486,-91.58876,15/04/2021 00:00,15,4,2021
Momotus lessonii,Central Vallarta (pueblo),Quintana Roo,20.863083,-87.04727,03/03/2021 00:00,3,3,2021
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,20/03/2021 00:00,20,3,2021
Momotus lessonii,Pichucalco--Ribera El Cerro,Chiapas,17.494484,-93.12921,14/02/2021 00:00,14,2,2021
Momotus lessonii,"Unnamed Road, Veracruz, MX (18.391, -95.012)",Veracruz,18.391281,-95.01192,09/01/2021 00:00,9,1,2021
Momotus mexicanus,"Amatlán de Quetzalcoatl, Morelos, MX (18.967, -99.043)",Morelos,18.9668,-99.042946,14/04/2021 00:00,14,4,2021
Momotus coeruliceps,"Estrella, Xalapa-Enríquez, Veracruz, MX (19.54, -96.95)",Veracruz,19.540207,-96.9503,14/03/2021 00:00,14,3,2021
